not,-1
unlike,-0.9
doesn't ,-0.8
without,-0.7
but,-0.6
except,-0.5
unless,-0.4
no ,-1
never,-0.9
neither,-0.8
nor,-0.7
either,-0.6
until,-0.5
really,0.5
very,0.3
such,0.4
much,0.8
highly,0.6
too,0.2
that,0.4
so,0.2
barely,0.2
scarcely,0.3
somewhat,0.3
less,0.6
few,0.2
